model,quantile,tail_event_type,target_family,direction,tail_side,column_used,candidate_columns,threshold_used,n_periods,n_tail_days,model_profit_in_tail_periods,benchmark_profit_in_tail_periods,tail_regret_eur,tail_regret_share_of_total_regret,non_tail_regret_eur,data_status
TFT,p70,aFRR activation rate + high tail,afrr_activation_rate,pos,high,da_precommit_da_settlement_equiv_replay_act_pos_rate,realized_activation_rate_pos; realized_afrr_activation_rate_pos; afrr_activation_rate_pos; act_pos_rate; real_act_rate_pos; target_afrr_activation_rate_pos; da_precommit_da_settlement_equiv_replay_act_pos_rate,0.005041386454738119,72.0,19.0,36205.58554529863,0.0,-36205.58554529863,0.36066451636991403,-64180.18544683447,available_daily_overlap
TFT,p70,aFRR activation rate - high tail,afrr_activation_rate,neg,high,da_precommit_da_settlement_equiv_replay_act_neg_rate,realized_activation_rate_neg; realized_afrr_activation_rate_neg; afrr_activation_rate_neg; act_neg_rate; real_act_rate_neg; target_afrr_activation_rate_neg; da_precommit_da_settlement_equiv_replay_act_neg_rate,0.004415093454055303,72.0,14.0,28681.84009471713,0.0,-28681.84009471713,0.2857161907633785,-71703.93089741596,available_daily_overlap
TFT,p90,DA price high tail,da_price,none,high,,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,,,,,,,,,missing_tail_column
TFT,p90,DA price low tail,da_price,none,low,,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,,,,,,,,,missing_tail_column
TFT,p90,aFRR capacity price + high tail,afrr_capacity_price,pos,high,real_bcm_settlement_capacity_price_resolved_pos_eur_per_mw_h,realized_capacity_price_pos; realized_afrr_capacity_price_pos; afrr_capacity_price_pos; capacity_price_pos; target_afrr_capacity_price_pos; real_bcm_settlement_capacity_price_resolved_pos_eur_per_mw_h,0.0,1463.0,62.0,148543.6503339647,0.0,-148543.6503339647,1.0,0.0,available_daily_overlap
TFT,p90,aFRR capacity price - high tail,afrr_capacity_price,neg,high,real_bcm_settlement_capacity_price_resolved_neg_eur_per_mw_h,realized_capacity_price_neg; realized_afrr_capacity_price_neg; afrr_capacity_price_neg; capacity_price_neg; target_afrr_capacity_price_neg; real_bcm_settlement_capacity_price_resolved_neg_eur_per_mw_h,0.0,1463.0,62.0,148543.6503339647,0.0,-148543.6503339647,1.0,0.0,available_daily_overlap
TFT,p90,aFRR activation price + high tail,afrr_activation_price,pos,high,real_bem_submitted_activation_price_pos_eur_per_mwh,realized_activation_price_pos; realized_afrr_activation_price_pos; afrr_activation_price_pos; real_act_price_pos; target_afrr_activation_price_vwap_pos; real_bem_submitted_activation_price_pos_eur_per_mwh; real_bcm_true_activation_price_pos; real_bcm_p50_executed_act_pos_price_eur_mwh,1978.302164905593,74.0,8.0,19337.168624637015,0.0,-19337.168624637015,0.1301783588942512,-129206.4817093277,available_daily_overlap
TFT,p90,aFRR activation price - high tail,afrr_activation_price,neg,high,real_bem_submitted_activation_price_neg_eur_per_mwh,realized_activation_price_neg; realized_afrr_activation_price_neg; afrr_activation_price_neg; real_act_price_neg; target_afrr_activation_price_vwap_neg; real_bem_submitted_activation_price_neg_eur_per_mwh; real_bcm_true_activation_price_neg; real_bcm_p50_executed_act_neg_price_eur_mwh,1722.8579212132684,74.0,16.0,61713.180951049086,0.0,-61713.180951049086,0.41545485661825216,-86830.46938291562,available_daily_overlap
TFT,p90,aFRR activation rate + high tail,afrr_activation_rate,pos,high,da_precommit_da_settlement_equiv_replay_act_pos_rate,realized_activation_rate_pos; realized_afrr_activation_rate_pos; afrr_activation_rate_pos; act_pos_rate; real_act_rate_pos; target_afrr_activation_rate_pos; da_precommit_da_settlement_equiv_replay_act_pos_rate,0.005388946307263709,72.0,20.0,37535.79222254489,0.0,-37535.79222254489,0.25269200089101546,-111007.8581114198,available_daily_overlap
TFT,p90,aFRR activation rate - high tail,afrr_activation_rate,neg,high,da_precommit_da_settlement_equiv_replay_act_neg_rate,realized_activation_rate_neg; realized_afrr_activation_rate_neg; afrr_activation_rate_neg; act_neg_rate; real_act_rate_neg; target_afrr_activation_rate_neg; da_precommit_da_settlement_equiv_replay_act_neg_rate,0.004625312854524516,72.0,13.0,61087.01352665383,0.0,-61087.01352665383,0.41123948004047534,-87456.63680731088,available_daily_overlap
XGB,p10,DA price high tail,da_price,none,high,,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,,,,,,,,,missing_tail_column
XGB,p10,DA price low tail,da_price,none,low,,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,,,,,,,,,missing_tail_column
XGB,p10,aFRR capacity price + high tail,afrr_capacity_price,pos,high,real_bcm_settlement_capacity_price_resolved_pos_eur_per_mw_h,realized_capacity_price_pos; realized_afrr_capacity_price_pos; afrr_capacity_price_pos; capacity_price_pos; target_afrr_capacity_price_pos; real_bcm_settlement_capacity_price_resolved_pos_eur_per_mw_h,5.190061935424805,76.0,12.0,25306.877569749384,0.0,-25306.877569749384,0.2343558641898189,-82677.94993707085,available_daily_overlap
XGB,p10,aFRR capacity price - high tail,afrr_capacity_price,neg,high,real_bcm_settlement_capacity_price_resolved_neg_eur_per_mw_h,realized_capacity_price_neg; realized_afrr_capacity_price_neg; afrr_capacity_price_neg; capacity_price_neg; target_afrr_capacity_price_neg; real_bcm_settlement_capacity_price_resolved_neg_eur_per_mw_h,10.062344078063965,76.0,17.0,36753.17757354257,0.0,-36753.17757354257,0.34035501488596875,-71231.64993327766,available_daily_overlap
XGB,p10,aFRR activation price + high tail,afrr_activation_price,pos,high,real_bem_submitted_activation_price_pos_eur_per_mwh,realized_activation_price_pos; realized_afrr_activation_price_pos; afrr_activation_price_pos; real_act_price_pos; target_afrr_activation_price_vwap_pos; real_bem_submitted_activation_price_pos_eur_per_mwh; real_bcm_true_activation_price_pos; real_bcm_p50_executed_act_pos_price_eur_mwh,1663.8652452499766,74.0,20.0,44702.496872490905,0.0,-44702.496872490905,0.41397016511108964,-63282.33063432933,available_daily_overlap
XGB,p10,aFRR activation price - high tail,afrr_activation_price,neg,high,real_bem_submitted_activation_price_neg_eur_per_mwh,realized_activation_price_neg; realized_afrr_activation_price_neg; afrr_activation_price_neg; real_act_price_neg; target_afrr_activation_price_vwap_neg; real_bem_submitted_activation_price_neg_eur_per_mwh; real_bcm_true_activation_price_neg; real_bcm_p50_executed_act_neg_price_eur_mwh,1776.1104951691939,74.0,24.0,56599.24702105263,0.0,-56599.24702105263,0.5241407365074308,-51385.580485767605,available_daily_overlap
XGB,p10,aFRR activation rate + high tail,afrr_activation_rate,pos,high,da_precommit_da_settlement_equiv_replay_act_pos_rate,realized_activation_rate_pos; realized_afrr_activation_rate_pos; afrr_activation_rate_pos; act_pos_rate; real_act_rate_pos; target_afrr_activation_rate_pos; da_precommit_da_settlement_equiv_replay_act_pos_rate,0.007166483805603569,72.0,29.0,58461.695669580105,0.0,-58461.695669580105,0.5413880544087336,-49523.13183724013,available_daily_overlap
XGB,p10,aFRR activation rate - high tail,afrr_activation_rate,neg,high,da_precommit_da_settlement_equiv_replay_act_neg_rate,realized_activation_rate_neg; realized_afrr_activation_rate_neg; afrr_activation_rate_neg; act_neg_rate; real_act_rate_neg; target_afrr_activation_rate_neg; da_precommit_da_settlement_equiv_replay_act_neg_rate,0.005976419860624376,72.0,27.0,57467.83182713725,0.0,-57467.83182713725,0.532184318426657,-50516.99567968299,available_daily_overlap
XGB,p30,DA price high tail,da_price,none,high,,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,,,,,,,,,missing_tail_column
XGB,p30,DA price low tail,da_price,none,low,,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,,,,,,,,,missing_tail_column
XGB,p30,aFRR capacity price + high tail,afrr_capacity_price,pos,high,real_bcm_settlement_capacity_price_resolved_pos_eur_per_mw_h,realized_capacity_price_pos; realized_afrr_capacity_price_pos; afrr_capacity_price_pos; capacity_price_pos; target_afrr_capacity_price_pos; real_bcm_settlement_capacity_price_resolved_pos_eur_per_mw_h,7.524242671966552,76.0,10.0,50100.27199498096,0.0,-50100.27199498096,0.35293636961502395,-91852.43197154239,available_daily_overlap
XGB,p30,aFRR capacity price - high tail,afrr_capacity_price,neg,high,real_bcm_settlement_capacity_price_resolved_neg_eur_per_mw_h,realized_capacity_price_neg; realized_afrr_capacity_price_neg; afrr_capacity_price_neg; capacity_price_neg; target_afrr_capacity_price_neg; real_bcm_settlement_capacity_price_resolved_neg_eur_per_mw_h,20.92437259864807,76.0,11.0,55045.56164006031,0.0,-55045.56164006031,0.3877739564090423,-86907.14232646304,available_daily_overlap
XGB,p30,aFRR activation price + high tail,afrr_activation_price,pos,high,real_bem_submitted_activation_price_pos_eur_per_mwh,realized_activation_price_pos; realized_afrr_activation_price_pos; afrr_activation_price_pos; real_act_price_pos; target_afrr_activation_price_vwap_pos; real_bem_submitted_activation_price_pos_eur_per_mwh; real_bcm_true_activation_price_pos; real_bcm_p50_executed_act_pos_price_eur_mwh,1751.2029903114158,74.0,20.0,67664.7260627348,0.0,-67664.7260627348,0.47667092046863824,-74287.97790378855,available_daily_overlap
XGB,p30,aFRR activation price - high tail,afrr_activation_price,neg,high,real_bem_submitted_activation_price_neg_eur_per_mwh,realized_activation_price_neg; realized_afrr_activation_price_neg; afrr_activation_price_neg; real_act_price_neg; target_afrr_activation_price_vwap_neg; real_bem_submitted_activation_price_neg_eur_per_mwh; real_bcm_true_activation_price_neg; real_bcm_p50_executed_act_neg_price_eur_mwh,1807.0418571308544,74.0,25.0,70970.83651520782,0.0,-70970.83651520782,0.49996114573446127,-70981.86745131553,available_daily_overlap
XGB,p30,aFRR activation rate + high tail,afrr_activation_rate,pos,high,da_precommit_da_settlement_equiv_replay_act_pos_rate,realized_activation_rate_pos; realized_afrr_activation_rate_pos; afrr_activation_rate_pos; act_pos_rate; real_act_rate_pos; target_afrr_activation_rate_pos; da_precommit_da_settlement_equiv_replay_act_pos_rate,0.007214252364910429,72.0,36.0,79816.15761335263,0.0,-79816.15761335263,0.5622728935982483,-62136.54635317072,available_daily_overlap
XGB,p30,aFRR activation rate - high tail,afrr_activation_rate,neg,high,da_precommit_da_settlement_equiv_replay_act_neg_rate,realized_activation_rate_neg; realized_afrr_activation_rate_neg; afrr_activation_rate_neg; act_neg_rate; real_act_rate_neg; target_afrr_activation_rate_neg; da_precommit_da_settlement_equiv_replay_act_neg_rate,0.006160105450206104,72.0,32.0,72726.05334151287,0.0,-72726.05334151287,0.5123259459620003,-69226.65062501047,available_daily_overlap
XGB,p50,DA price high tail,da_price,none,high,,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,,,,,,,,,missing_tail_column
XGB,p50,DA price low tail,da_price,none,low,,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,,,,,,,,,missing_tail_column
XGB,p50,aFRR capacity price + high tail,afrr_capacity_price,pos,high,real_bcm_settlement_capacity_price_resolved_pos_eur_per_mw_h,realized_capacity_price_pos; realized_afrr_capacity_price_pos; afrr_capacity_price_pos; capacity_price_pos; target_afrr_capacity_price_pos; real_bcm_settlement_capacity_price_resolved_pos_eur_per_mw_h,0.0,1463.0,62.0,136497.90846693117,0.0,-136497.90846693117,1.0,0.0,available_daily_overlap
XGB,p50,aFRR capacity price - high tail,afrr_capacity_price,neg,high,real_bcm_settlement_capacity_price_resolved_neg_eur_per_mw_h,realized_capacity_price_neg; realized_afrr_capacity_price_neg; afrr_capacity_price_neg; capacity_price_neg; target_afrr_capacity_price_neg; real_bcm_settlement_capacity_price_resolved_neg_eur_per_mw_h,2.7658138275146484,76.0,7.0,45545.72677357494,0.0,-45545.72677357494,0.333673440751725,-90952.18169335622,available_daily_overlap
XGB,p50,aFRR activation price + high tail,afrr_activation_price,pos,high,real_bem_submitted_activation_price_pos_eur_per_mwh,realized_activation_price_pos; realized_afrr_activation_price_pos; afrr_activation_price_pos; real_act_price_pos; target_afrr_activation_price_vwap_pos; real_bem_submitted_activation_price_pos_eur_per_mwh; real_bcm_true_activation_price_pos; real_bcm_p50_executed_act_pos_price_eur_mwh,1675.122436865913,74.0,22.0,68015.37228187182,0.0,-68015.37228187182,0.4982887506906353,-68482.53618505935,available_daily_overlap
XGB,p50,aFRR activation price - high tail,afrr_activation_price,neg,high,real_bem_submitted_activation_price_neg_eur_per_mwh,realized_activation_price_neg; realized_afrr_activation_price_neg; afrr_activation_price_neg; real_act_price_neg; target_afrr_activation_price_vwap_neg; real_bem_submitted_activation_price_neg_eur_per_mwh; real_bcm_true_activation_price_neg; real_bcm_p50_executed_act_neg_price_eur_mwh,1811.997387861583,74.0,27.0,83068.52094441283,0.0,-83068.52094441283,0.6085699178646208,-53429.387522518344,available_daily_overlap
XGB,p50,aFRR activation rate + high tail,afrr_activation_rate,pos,high,da_precommit_da_settlement_equiv_replay_act_pos_rate,realized_activation_rate_pos; realized_afrr_activation_rate_pos; afrr_activation_rate_pos; act_pos_rate; real_act_rate_pos; target_afrr_activation_rate_pos; da_precommit_da_settlement_equiv_replay_act_pos_rate,0.0074015943734862255,72.0,37.0,81873.1790432345,0.0,-81873.1790432345,0.5998127001562783,-54624.72942369667,available_daily_overlap
XGB,p50,aFRR activation rate - high tail,afrr_activation_rate,neg,high,da_precommit_da_settlement_equiv_replay_act_neg_rate,realized_activation_rate_neg; realized_afrr_activation_rate_neg; afrr_activation_rate_neg; act_neg_rate; real_act_rate_neg; target_afrr_activation_rate_neg; da_precommit_da_settlement_equiv_replay_act_neg_rate,0.006246192648202779,72.0,31.0,74135.35413271007,0.0,-74135.35413271007,0.5431244695640927,-62362.5543342211,available_daily_overlap
XGB,p70,DA price high tail,da_price,none,high,,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,,,,,,,,,missing_tail_column
XGB,p70,DA price low tail,da_price,none,low,,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,,,,,,,,,missing_tail_column
XGB,p70,aFRR capacity price + high tail,afrr_capacity_price,pos,high,real_bcm_settlement_capacity_price_resolved_pos_eur_per_mw_h,realized_capacity_price_pos; realized_afrr_capacity_price_pos; afrr_capacity_price_pos; capacity_price_pos; target_afrr_capacity_price_pos; real_bcm_settlement_capacity_price_resolved_pos_eur_per_mw_h,0.0,1463.0,62.0,123361.1690365229,0.0,-123361.1690365229,1.0,0.0,available_daily_overlap
XGB,p70,aFRR capacity price - high tail,afrr_capacity_price,neg,high,real_bcm_settlement_capacity_price_resolved_neg_eur_per_mw_h,realized_capacity_price_neg; realized_afrr_capacity_price_neg; afrr_capacity_price_neg; capacity_price_neg; target_afrr_capacity_price_neg; real_bcm_settlement_capacity_price_resolved_neg_eur_per_mw_h,0.0,1463.0,62.0,123361.1690365229,0.0,-123361.1690365229,1.0,0.0,available_daily_overlap
XGB,p70,aFRR activation price + high tail,afrr_activation_price,pos,high,real_bem_submitted_activation_price_pos_eur_per_mwh,realized_activation_price_pos; realized_afrr_activation_price_pos; afrr_activation_price_pos; real_act_price_pos; target_afrr_activation_price_vwap_pos; real_bem_submitted_activation_price_pos_eur_per_mwh; real_bcm_true_activation_price_pos; real_bcm_p50_executed_act_pos_price_eur_mwh,1684.37955935957,74.0,22.0,65163.41578924646,0.0,-65163.41578924646,0.5282328004686293,-58197.75324727644,available_daily_overlap
XGB,p70,aFRR activation price - high tail,afrr_activation_price,neg,high,real_bem_submitted_activation_price_neg_eur_per_mwh,realized_activation_price_neg; realized_afrr_activation_price_neg; afrr_activation_price_neg; real_act_price_neg; target_afrr_activation_price_vwap_neg; real_bem_submitted_activation_price_neg_eur_per_mwh; real_bcm_true_activation_price_neg; real_bcm_p50_executed_act_neg_price_eur_mwh,1808.341939553105,74.0,27.0,59023.23206665642,0.0,-59023.23206665642,0.4784587607886702,-64337.93696986648,available_daily_overlap
XGB,p70,aFRR activation rate + high tail,afrr_activation_rate,pos,high,da_precommit_da_settlement_equiv_replay_act_pos_rate,realized_activation_rate_pos; realized_afrr_activation_rate_pos; afrr_activation_rate_pos; act_pos_rate; real_act_rate_pos; target_afrr_activation_rate_pos; da_precommit_da_settlement_equiv_replay_act_pos_rate,0.007257106940350714,72.0,38.0,78518.43589205545,0.0,-78518.43589205545,0.6364923136291689,-44842.73314446745,available_daily_overlap
XGB,p70,aFRR activation rate - high tail,afrr_activation_rate,neg,high,da_precommit_da_settlement_equiv_replay_act_neg_rate,realized_activation_rate_neg; realized_afrr_activation_rate_neg; afrr_activation_rate_neg; act_neg_rate; real_act_rate_neg; target_afrr_activation_rate_neg; da_precommit_da_settlement_equiv_replay_act_neg_rate,0.006246192648202779,72.0,31.0,63721.13867806448,0.0,-63721.13867806448,0.5165413004411371,-59640.03035845842,available_daily_overlap
XGB,p90,DA price high tail,da_price,none,high,,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,,,,,,,,,missing_tail_column
XGB,p90,DA price low tail,da_price,none,low,,realized_da_price_eur_per_mwh; da_price; price_da; target_da_price,,,,,,,,,missing_tail_column
XGB,p90,aFRR capacity price + high tail,afrr_capacity_price,pos,high,real_bcm_settlement_capacity_price_resolved_pos_eur_per_mw_h,realized_capacity_price_pos; realized_afrr_capacity_price_pos; afrr_capacity_price_pos; capacity_price_pos; target_afrr_capacity_price_pos; real_bcm_settlement_capacity_price_resolved_pos_eur_per_mw_h,0.0,1463.0,62.0,142066.80734560467,0.0,-142066.80734560467,1.0,0.0,available_daily_overlap
XGB,p90,aFRR capacity price - high tail,afrr_capacity_price,neg,high,real_bcm_settlement_capacity_price_resolved_neg_eur_per_mw_h,realized_capacity_price_neg; realized_afrr_capacity_price_neg; afrr_capacity_price_neg; capacity_price_neg; target_afrr_capacity_price_neg; real_bcm_settlement_capacity_price_resolved_neg_eur_per_mw_h,0.0,1463.0,62.0,142066.80734560467,0.0,-142066.80734560467,1.0,0.0,available_daily_overlap
XGB,p90,aFRR activation price + high tail,afrr_activation_price,pos,high,real_bem_submitted_activation_price_pos_eur_per_mwh,realized_activation_price_pos; realized_afrr_activation_price_pos; afrr_activation_price_pos; real_act_price_pos; target_afrr_activation_price_vwap_pos; real_bem_submitted_activation_price_pos_eur_per_mwh; real_bcm_true_activation_price_pos; real_bcm_p50_executed_act_pos_price_eur_mwh,1723.97201184188,74.0,21.0,65378.724854442225,0.0,-65378.724854442225,0.4601970444468142,-76688.08249116244,available_daily_overlap
XGB,p90,aFRR activation price - high tail,afrr_activation_price,neg,high,real_bem_submitted_activation_price_neg_eur_per_mwh,realized_activation_price_neg; realized_afrr_activation_price_neg; afrr_activation_price_neg; real_act_price_neg; target_afrr_activation_price_vwap_neg; real_bem_submitted_activation_price_neg_eur_per_mwh; real_bcm_true_activation_price_neg; real_bcm_p50_executed_act_neg_price_eur_mwh,1798.5355769794544,74.0,28.0,86093.42888966437,0.0,-86093.42888966437,0.6060066422146423,-55973.3784559403,available_daily_overlap
XGB,p90,aFRR activation rate + high tail,afrr_activation_rate,pos,high,da_precommit_da_settlement_equiv_replay_act_pos_rate,realized_activation_rate_pos; realized_afrr_activation_rate_pos; afrr_activation_rate_pos; act_pos_rate; real_act_rate_pos; target_afrr_activation_rate_pos; da_precommit_da_settlement_equiv_replay_act_pos_rate,0.007206650956622546,72.0,36.0,90677.06252013476,0.0,-90677.06252013476,0.6382705729392896,-51389.74482546991,available_daily_overlap
XGB,p90,aFRR activation rate - high tail,afrr_activation_rate,neg,high,da_precommit_da_settlement_equiv_replay_act_neg_rate,realized_activation_rate_neg; realized_afrr_activation_rate_neg; afrr_activation_rate_neg; act_neg_rate; real_act_rate_neg; target_afrr_activation_rate_neg; da_precommit_da_settlement_equiv_replay_act_neg_rate,0.006149656267032626,72.0,30.0,70393.58429149534,0.0,-70393.58429149534,0.49549634856120534,-71673.22305410933,available_daily_overlap
